STNO,YEAR,MM,DD,HH,Clobal solar irradiation,Diffuse solar irradiation,SF_R,SF_S,Cloud Cover (octas),Dry bulb temp (oC),Wet bulb temp (oC),Atmospheric Pressure (hPa),Wind Speed (knots),Wind Direction (deg clock from N),RA,RD,Present weather code,SOLALT
10,1990,12,1,1,0,0,0,0,7,6.9,5.9,1031.1,3.09,280,0,0,2,-59.8
10,1990,12,1,2,0,0,0,0,7,6.5,5.2,1033.3,3.09,10,0,0,2,-55.6
10,1990,12,1,3,0,0,0,0,7,6.2,5.1,1033.7,4.12,10,0,0,2,-48.5
10,1990,12,1,4,0,0,0,0,7,6,5,1033.9,3.6,10,0,0,2,-40
10,1990,12,1,5,0,0,0,0,7,5.8,5,1034.1,3.09,10,0,0,2,-30.8
10,1990,12,1,6,0,0,0,0,7,6,5.1,1034.3,2.57,320,0,0,2,-21.4
10,1990,12,1,7,0,0,0,0,7,6.1,5.1,1034.9,2.06,330,0,0,2,-12.4
10,1990,12,1,8,0,0,0,0,7,6.3,5.3,1035.6,1.54,340,0,0,2,-3.9
10,1990,12,1,9,6,6,0,0,7,6.2,5.3,1036.4,1.03,290,0,0,2,3.6
10,1990,12,1,10,28,28,0,0,7,6.4,5.4,1037,2.06,290,0,0,2,9.8
10,1990,12,1,11,73,73,0,0,7,6.7,5.4,1037.1,2.57,290,0,0,2,14.2
10,1990,12,1,12,91,90,0,0,7,7.5,5.6,1036.9,3.09,310,0,0,2,16.5
10,1990,12,1,13,115,114,0,0,7,8,5.7,1036.2,3.09,310,0,0,2,16.5
10,1990,12,1,14,84,83,0,0,8,7.9,5.4,1035.8,3.6,320,0,0,2,14.2
10,1990,12,1,15,25,25,0,0,8,7.4,5.1,1036,3.09,320,0,0,2,9.7
10,1990,12,1,16,9,9,0,0,7,7,5.1,1036,2.06,320,0,0,5,3.6
10,1990,12,1,17,0,0,0,0,8,6.6,4.8,1036.7,2.06,320,0,0,5,-4
10,1990,12,1,18,0,0,0,0,8,6.4,4.4,1036.6,2.06,310,0,0,5,-12.4
10,1990,12,1,19,0,0,0,0,8,6,3.9,1036.9,2.57,310,0,0,2,-21.5
10,1990,12,1,20,0,0,0,0,8,5.9,3.7,1036.9,2.06,320,0,0,2,-30.8
10,1990,12,1,21,0,0,0,0,8,5.6,3.5,1037,1.54,310,0,0,2,-40.1
10,1990,12,1,22,0,0,0,0,8,5.6,3.5,1037.4,1.54,300,0,0,2,-48.6
10,1990,12,1,23,0,0,0,0,7,5.5,3.5,1037.1,1.54,300,0,0,2,-55.7
10,1990,12,1,24,0,0,0,0,7,5.5,3.5,1037.2,1.54,280,0,0,2,-59.9
10,1990,12,2,1,0,0,0,0,7,5.3,3.3,1036.7,2.06,280,0,0,2,-59.9
10,1990,12,2,2,0,0,0,0,7,5,3,1036.6,2.06,300,0,0,2,-55.7
10,1990,12,2,3,0,0,0,0,7,5,2.9,1036.7,2.06,300,0,0,2,-48.7
10,1990,12,2,4,0,0,0,0,7,4.6,2.7,1036.4,1.54,270,0,0,2,-40.1
10,1990,12,2,5,0,0,0,0,7,4.2,2.6,1036,1.54,270,0,0,2,-30.9
10,1990,12,2,6,0,0,0,0,7,4.7,3.1,1036.1,1.54,280,0,0,2,-21.5
10,1990,12,2,7,0,0,0,0,7,4.7,3,1036.1,2.06,270,0,0,2,-12.5
10,1990,12,2,8,0,0,0,0,7,4.8,3.1,1036.3,2.57,280,0,0,2,-4
10,1990,12,2,9,19,19,0,0,8,4.7,3.1,1036.4,2.57,270,0,0,2,3.5
10,1990,12,2,10,42,42,0,0,8,5,3.4,1036.3,2.06,270,0,0,2,9.6
10,1990,12,2,11,39,39,0,0,7,5.2,3.6,1036.2,1.54,280,0,0,2,14.1
10,1990,12,2,12,46,46,0,0,8,5.3,3.8,1035.7,2.06,280,0,0,2,16.4
10,1990,12,2,13,40,40,0,0,8,5.4,3.8,1035.2,1.54,280,0,0,2,16.4
10,1990,12,2,14,42,42,0,0,8,5.5,3.9,1034.5,1.54,270,0,0,5,14
10,1990,12,2,15,31,31,0,0,8,5.6,4,1034.1,1.03,260,0,0,5,9.6
10,1990,12,2,16,11,11,0,0,8,5.1,4,1034.1,1.54,260,0,0,5,3.5
10,1990,12,2,17,0,0,0,0,7,5.2,4,1034.2,1.03,260,0,0,5,-4.1
10,1990,12,2,18,0,0,0,0,7,5.5,4.1,1033.9,1.03,230,0,0,5,-12.5
10,1990,12,2,19,0,0,0,0,7,5.5,4.2,1033.9,1.03,220,0,0,5,-21.6
10,1990,12,2,20,0,0,0,0,7,5.4,4.2,1033.7,1.54,230,0,0,5,-30.9
10,1990,12,2,21,0,0,0,0,7,5.5,4.3,1033.4,1.03,240,0,0,5,-40.2
10,1990,12,2,22,0,0,0,0,7,5.6,4.2,1033,1.54,200,0,0,5,-48.8
10,1990,12,2,23,0,0,0,0,8,5.3,4.1,1032.5,1.54,210,0,0,5,-55.8
10,1990,12,2,24,0,0,0,0,7,5.1,4,1032.1,1.03,210,0,0,5,-60.1
10,1990,12,3,1,0,0,0,0,7,5.1,4.1,1031.6,1.03,210,0,0,5,-60.1
10,1990,12,3,2,0,0,0,0,8,5.1,4.1,1031.2,1.54,250,0,0,5,-55.9
10,1990,12,3,3,0,0,0,0,8,5.1,4.2,1031,1.03,250,0,0,5,-48.8
10,1990,12,3,4,0,0,0,0,8,5.1,4.3,1030.7,1.03,250,0,0,5,-40.2
10,1990,12,3,5,0,0,0,0,8,5,4.3,1030.7,1.03,260,0,0,5,-31
10,1990,12,3,6,0,0,0,0,7,5,4.3,1030.7,1.54,260,0,0,5,-21.7
10,1990,12,3,7,0,0,0,0,7,5.1,4.3,1030.4,1.03,270,0,0,5,-12.6
10,1990,12,3,8,0,0,0,0,7,5.3,4.6,1030.3,1.54,260,0,0,5,-4.1
10,1990,12,3,9,7,7,0,0,8,5.6,4.7,1030.5,1.54,260,0,0,5,3.5
10,1990,12,3,10,25,25,0,0,7,6,5,1030.1,1.54,260,0,0,5,9.5
10,1990,12,3,11,32,32,0,0,7,6.3,5,1030,1.54,260,0,0,5,13.9
10,1990,12,3,12,61,61,0,0,8,7,5.4,1029.5,2.06,260,0,0,5,16.2
10,1990,12,3,13,61,61,0,0,8,7.4,5.4,1029.2,2.06,260,0,0,2,16.2
10,1990,12,3,14,47,47,0,0,8,7.4,5.6,1028.7,2.57,260,0,0,2,13.9
10,1990,12,3,15,35,35,0,0,8,7.3,5.5,1028.5,3.09,260,0,0,2,9.5
10,1990,12,3,16,9,9,0,0,8,7.8,5.5,1028.4,2.06,270,0,0,5,3.4
10,1990,12,3,17,0,0,0,0,8,7.6,5.6,1028.5,2.57,270,0,0,5,-4.2
10,1990,12,3,18,0,0,0,0,8,7.7,6.2,1029,2.06,280,0,0,20,-12.6
10,1990,12,3,19,0,0,0,0,7,7.5,6.4,1028.8,1.03,260,0,0,5,-21.7
10,1990,12,3,20,0,0,0,0,7,6.7,5.9,1029,1.54,250,0,0,5,-31.1
10,1990,12,3,21,0,0,0,0,7,6.9,5.9,1029.2,1.03,270,0,0,5,-40.3
10,1990,12,3,22,0,0,0,0,1,5.2,4.5,1029.1,1.03,270,0,0,5,-48.9
10,1990,12,3,23,0,0,0,0,0,5.5,4.6,1029.5,2.06,310,0,0,2,-56
10,1990,12,3,24,0,0,0,0,5,5,4.1,1029.7,1.03,300,0,0,2,-60.2
10,1990,12,4,1,0,0,0,0,1,2.9,2.4,1029.5,1.03,240,0,0,2,-60.2
10,1990,12,4,2,0,0,0,0,0,3.6,3,1029.3,1.03,300,0,0,2,-56
10,1990,12,4,3,0,0,0,0,0,2.3,1.9,1029.4,1.54,280,0,0,2,-48.9
10,1990,12,4,4,0,0,0,0,0,2.8,2.4,1029.5,1.03,290,0,0,2,-40.3
10,1990,12,4,5,0,0,0,0,0,2.4,2.1,1029.7,1.54,290,0,0,10,-31.1
10,1990,12,4,6,0,0,0,0,0,2.1,1.9,1029.8,1.54,290,0,0,10,-21.8
10,1990,12,4,7,0,0,0,0,0,1.2,1.1,1030.1,1.54,290,0,0,10,-12.7
10,1990,12,4,8,0,0,0,0,2,1.8,1.6,1030.7,1.54,290,0,0,10,-4.3
10,1990,12,4,9,36,23,0,0.4,2,2.6,2.2,1031.3,1.03,290,0.2,0.1,11,3.4
10,1990,12,4,10,144,59,0.3,1,7,4.6,4,1031.4,1.03,290,0,0,5,9.4
10,1990,12,4,11,167,82,1,0.9,7,6.1,5,1031.6,1.03,280,0,0,5,13.8
10,1990,12,4,12,203,77,1,1,7,7.3,5.6,1031.4,1.03,270,0,0,5,16.1
10,1990,12,4,13,217,70,1,1,7,8.4,6.2,1031.2,1.54,330,0,0,2,16.1
10,1990,12,4,14,169,64,1,1,7,8.9,6.5,1030.8,1.54,350,0,0,2,13.8
10,1990,12,4,15,105,63,0.6,0.9,6,8.2,6,1030.4,1.54,350,0,0,2,9.3
10,1990,12,4,16,12,12,0,0,3,6.2,5,1030.9,2.06,320,0,0,5,3.4
10,1990,12,4,17,0,0,0,0,4,5.8,4.9,1031.4,1.54,320,0,0,5,-4.3
10,1990,12,4,18,0,0,0,0,2,4.8,4.1,1031.5,1.54,310,0,0,5,-12.8
10,1990,12,4,19,0,0,0,0,1,4.2,3.8,1031.6,1.03,300,0,0,5,-21.8
10,1990,12,4,20,0,0,0,0,6,3.9,3.4,1032,1.03,290,0,0,5,-31.2
10,1990,12,4,21,0,0,0,0,7,4,3.3,1032,1.54,300,0,0,5,-40.4
10,1990,12,4,22,0,0,0,0,4,4,3.4,1032,1.03,310,0,0,5,-49
10,1990,12,4,23,0,0,0,0,3,3.4,2.8,1032.3,1.03,300,0,0,5,-56.1
10,1990,12,4,24,0,0,0,0,3,4,3.2,1032.5,1.03,300,0,0,5,-60.3
10,1990,12,5,1,0,0,0,0,7,4,3.2,1033,1.03,300,0,0,5,-60.4
10,1990,12,5,2,0,0,0,0,7,4.7,3.8,1033,1.54,320,0,0,2,-56.1
10,1990,12,5,3,0,0,0,0,7,4.7,3.8,1033.6,2.06,330,0,0,2,-49
10,1990,12,5,4,0,0,0,0,7,5,4,1033.6,2.06,330,0,0,2,-40.4
10,1990,12,5,5,0,0,0,0,1,4.4,3.7,1033.9,1.54,320,0,0,2,-31.2
10,1990,12,5,6,0,0,0,0,1,3.9,3.3,1034.4,2.06,320,0,0,5,-21.9
10,1990,12,5,7,0,0,0,0,1,3.8,3.1,1035,1.54,340,0,0,5,-12.8
10,1990,12,5,8,0,0,0,0,1,3.6,3,1035.2,1.03,340,0,0,5,-4.4
10,1990,12,5,9,34,21,0,0.3,1,3.3,2.9,1035.6,1.54,360,0,0,5,3.3
10,1990,12,5,10,110,47,1,1,2,4.6,3.9,1036,2.06,360,0,0,5,9.2
10,1990,12,5,11,178,59,1,0.9,1,6,4.9,1036.3,2.57,10,0,0,5,13.6
10,1990,12,5,12,218,63,1,1,1,7.1,5.6,1036,2.57,10,0,0,2,16
10,1990,12,5,13,220,62,1,1,1,8.1,6.1,1035.5,2.06,10,0,0,2,15.9
10,1990,12,5,14,170,49,1,1,1,8.1,5.9,1035.1,2.57,20,0,0,2,13.6
10,1990,12,5,15,95,35,1,0.5,1,7.6,5.3,1035.2,2.06,30,0,0,2,9.2
10,1990,12,5,16,22,17,0.1,0.4,1,6.7,4.9,1035.5,2.06,10,0,0,2,3.3
10,1990,12,5,17,0,0,0,0,1,5.9,4.6,1036,1.54,350,0,0,2,-4.4
10,1990,12,5,18,0,0,0,0,1,5,4,1036.2,1.54,360,0,0,2,-12.9
10,1990,12,5,19,0,0,0,0,0,4.9,4,1036.4,1.03,350,0,0,2,-21.9
10,1990,12,5,20,0,0,0,0,0,3.8,3.2,1036.4,1.03,360,0,0,5,-31.2
10,1990,12,5,21,0,0,0,0,0,3.6,3.1,1036.3,1.03,330,0,0,5,-40.5
10,1990,12,5,22,0,0,0,0,0,3.1,2.8,1036.2,1.03,330,0,0,10,-49.1
10,1990,12,5,23,0,0,0,0,0,1.8,1.5,1036.4,1.03,310,0,0,10,-56.2
10,1990,12,5,24,0,0,0,0,0,1.4,1.1,1036.3,1.03,320,0,0,10,-60.5
10,1990,12,6,1,0,0,0,0,0,0.9,0.7,1035.9,1.03,310,0,0,10,-60.5
10,1990,12,6,2,0,0,0,0,0,-0.3,-0.4,1035.8,1.03,280,0,0,10,-56.2
10,1990,12,6,3,0,0,0,0,2,-0.5,-0.6,1035.6,1.03,300,0,0,41,-49.1
10,1990,12,6,4,0,0,0,0,3,-0.9,-1,1035,1.03,310,0,0,41,-40.5
10,1990,12,6,5,0,0,0,0,7,-1.2,-1.2,1034.4,1.03,210,0,0,46,-31.3
10,1990,12,6,6,0,0,0,0,7,-0.8,-0.8,1034.3,1.03,200,0,0,44,-22
10,1990,12,6,7,0,0,0,0,7,-0.7,-0.7,1034.4,1.03,190,0,0,42,-12.9
10,1990,12,6,8,0,0,0,0,7,-0.9,-0.9,1034.1,1.03,200,0,0,42,-4.5
10,1990,12,6,9,20,19,0,0,7,-0.5,-0.5,1034.4,0,0,0,0,42,3.3
10,1990,12,6,10,68,66,0,0,7,-0.7,-0.8,1034.1,1.03,250,0.2,0.1,42,9.1
10,1990,12,6,11,121,115,0,0,7,-0.2,-0.3,1033.3,1.03,230,0,0,44,13.5
10,1990,12,6,12,221,139,0.8,0,7,0.1,0,1032.1,1.03,220,0,0,44,15.8
10,1990,12,6,13,244,81,1,0,7,0.4,0.1,1031.3,1.03,210,0,0,42,15.8
10,1990,12,6,14,147,79,0.7,0,7,1,0.9,1030.7,1.03,310,0,0,42,13.5
10,1990,12,6,15,80,52,0.3,0,7,1.6,1.5,1029.9,1.03,300,0,0,28,9.1
10,1990,12,6,16,21,18,0,0,7,1.6,1.5,1029.4,1.03,250,0,0,10,3.3
10,1990,12,6,17,0,0,0,0,6,1,0.8,1029,1.03,280,0,0,10,-4.5
10,1990,12,6,18,0,0,0,0,7,1.8,1.5,1028.9,1.03,280,0,0,10,-12.9
10,1990,12,6,19,0,0,0,0,7,3.2,2.8,1028.5,1.03,210,0,0,10,-22
10,1990,12,6,20,0,0,0,0,7,4.7,3.8,1027.6,1.03,200,0,0,5,-31.3
10,1990,12,6,21,0,0,0,0,8,5.5,4.4,1026.3,1.03,210,0,0,5,-40.6
10,1990,12,6,22,0,0,0,0,8,5.8,4.6,1025.1,2.57,190,0,0,5,-49.2
10,1990,12,6,23,0,0,0,0,8,5.6,4.7,1025,2.06,210,0,0,2,-56.3
10,1990,12,6,24,0,0,0,0,8,4.8,4.2,1024.2,1.03,170,0,0,5,-60.6
10,1990,12,7,1,0,0,0,0,7,5.9,4.8,1022.5,3.6,200,0,0,5,-60.6
10,1990,12,7,2,0,0,0,0,7,6.1,5,1021.3,3.6,200,0,0,5,-56.3
10,1990,12,7,3,0,0,0,0,8,6.2,5.3,1020.4,3.6,200,0,0,5,-49.2
10,1990,12,7,4,0,0,0,0,7,6.6,5.4,1019.3,3.6,200,0,0,5,-40.6
10,1990,12,7,5,0,0,0,0,7,6.4,5.2,1018.5,3.6,210,0,0,2,-31.4
10,1990,12,7,6,0,0,0,0,7,6.1,4.9,1017.4,2.57,210,0,0,2,-22
10,1990,12,7,7,0,0,0,0,1,4.8,4,1016.4,2.57,180,0,0,2,-13
10,1990,12,7,8,0,0,0,0,1,4.5,3.2,1015.4,2.06,180,0,0,2,-4.6
10,1990,12,7,9,15,15,0,0,7,4.7,3.1,1014.4,2.06,180,0,0,2,3.2
10,1990,12,7,10,75,50,0.5,0.1,7,5.3,3.7,1013.3,2.57,180,0,0,2,9
10,1990,12,7,11,93,87,0,0.8,6,6.6,5,1011.9,3.6,190,0,0,2,13.4
10,1990,12,7,12,157,112,0.8,1,3,7.3,5.3,1010,4.12,180,0,0,2,15.7
10,1990,12,7,13,199,87,1,0.9,2,8,5.7,1008.4,5.14,190,0,0,2,15.7
10,1990,12,7,14,171,92,0.8,0.9,5,7.6,5.5,1006.6,5.14,180,0,0,2,13.4
10,1990,12,7,15,29,29,0,0.1,7,7.5,5.3,1005.3,4.63,180,0,0,2,9
10,1990,12,7,16,7,7,0,0,7,7.4,5.4,1003.7,4.63,170,0,0,2,3.2
10,1990,12,7,17,0,0,0,0,7,7.3,5.2,1002.6,4.63,180,0,0,2,-4.6
10,1990,12,7,18,0,0,0,0,8,7,5.3,1001.4,4.63,180,0,0,2,-13
10,1990,12,7,19,0,0,0,0,8,7.2,5.8,1000,5.66,170,0,0,2,-22.1
10,1990,12,7,20,0,0,0,0,8,7.5,6.1,998.5,6.69,170,0,0,2,-31.4
10,1990,12,7,21,0,0,0,0,8,5.4,5,998.4,4.12,250,1,0.5,60,-40.7
10,1990,12,7,22,0,0,0,0,8,4.6,4.2,997.6,2.57,220,0.6,0.3,61,-49.3
10,1990,12,7,23,0,0,0,0,8,4.5,4,996.9,3.6,230,0,0,61,-56.4
10,1990,12,7,24,0,0,0,0,7,3.7,3.3,996.2,3.6,250,0,0,21,-60.7
10,1990,12,8,1,0,0,0,0,8,3.4,3.1,995.1,2.57,250,0,0,50,-60.7
10,1990,12,8,2,0,0,0,0,8,3.6,3.3,994.1,2.57,220,0,0,20,-56.4
10,1990,12,8,3,0,0,0,0,7,2.8,2.3,993.4,2.57,250,0,0,21,-49.3
10,1990,12,8,4,0,0,0,0,7,2.9,2.3,992.1,3.09,210,0,0,2,-40.7
10,1990,12,8,5,0,0,0,0,7,2.5,1.8,991.2,3.09,210,0,0,2,-31.4
10,1990,12,8,6,0,0,0,0,7,2.2,1.7,990.1,4.12,190,0,0,2,-22.1
10,1990,12,8,7,0,0,0,0,8,1.9,1.4,989.1,3.6,220,0,0,60,-13.1
10,1990,12,8,8,0,0,0,0,8,1.5,1.1,988.1,3.09,220,0,0,60,-4.7
10,1990,12,8,9,2,2,0,0,8,1.3,1,987.4,2.57,240,0,0,60,3.2
10,1990,12,8,10,8,7,0,0,8,1.6,1.3,987.4,2.57,280,0,0,61,8.9
10,1990,12,8,11,11,11,0,0,8,2,1.6,987.6,2.57,310,0,0,61,13.3
10,1990,12,8,12,30,30,0,0,7,2,1.6,987.7,3.6,290,0,0,61,15.6
10,1990,12,8,13,20,20,0,0,8,1.9,1.4,987.9,4.63,290,0.2,0.1,68,15.6
10,1990,12,8,14,8,8,0,0,7,1.2,0.8,988.3,6.69,300,0.2,0.1,68,13.3
10,1990,12,8,15,5,5,0,0,8,1.3,0.6,988.4,5.66,280,0,0,23,8.9
10,1990,12,8,16,2,2,0,0,8,1.5,0.9,989.1,4.63,280,0,0,2,3.2
10,1990,12,8,17,0,0,0,0,8,1.6,1.1,989.6,4.12,280,0,0,2,-4.7
10,1990,12,8,18,0,0,0,0,8,1.5,1.2,990.4,3.6,270,0,0,23,-13.1
10,1990,12,8,19,0,0,0,0,8,1.4,0.8,991.1,3.6,250,0,0,2,-22.2
10,1990,12,8,20,0,0,0,0,8,1.5,0.9,991.8,3.6,240,0,0,2,-31.5
10,1990,12,8,21,0,0,0,0,8,1.5,1,992.4,3.6,220,0,0,2,-40.7
10,1990,12,8,22,0,0,0,0,6,1.2,0.7,992.9,3.6,220,0,0,2,-49.4
10,1990,12,8,23,0,0,0,0,8,1.5,0.9,993.4,3.6,210,0,0,2,-56.5
10,1990,12,8,24,0,0,0,0,8,1.6,1.1,993.8,3.09,210,0,0,2,-60.8
10,1990,12,9,1,0,0,0,0,8,1.5,1,994,3.09,210,0,0,2,-60.8
10,1990,12,9,2,0,0,0,0,8,1.5,1,994.5,2.57,160,0,0,2,-56.5
10,1990,12,9,3,0,0,0,0,7,0.6,0.2,995.2,2.57,160,0,0,2,-49.4
10,1990,12,9,4,0,0,0,0,4,-0.7,-0.9,995.5,2.57,130,0,0,2,-40.8
10,1990,12,9,5,0,0,0,0,7,-0.8,-0.9,996.5,1.54,80,0,0,2,-31.5
10,1990,12,9,6,0,0,0,0,8,0.7,0.5,997.2,2.57,70,0.4,0.2,70,-22.2
10,1990,12,9,7,0,0,0,0,8,0.4,0.4,998.5,4.12,110,1.2,0.6,73,-13.2
10,1990,12,9,8,0,0,0,0,5,0.6,0.5,999.6,3.6,80,0.2,0.1,22,-4.7
10,1990,12,9,9,28,12,0.2,0.3,2,1.1,0.9,1000.2,4.63,80,0.4,0.1,1,3.1
10,1990,12,9,10,119,30,1,1,2,2.1,1.5,1001.7,5.14,80,0,0,2,8.8
10,1990,12,9,11,158,47,0.9,0.8,5,2.9,2.1,1002.7,5.66,80,0,0,2,13.2
10,1990,12,9,12,199,90,1,0.1,7,3.9,3,1003.1,4.63,80,0,0,3,15.5
10,1990,12,9,13,169,121,0.6,0.2,6,3.8,2.9,1003.3,3.6,50,0,0,2,15.5
10,1990,12,9,14,180,113,0.8,0.1,7,4.4,3.4,1003.2,3.09,20,0,0,2,13.2
10,1990,12,9,15,85,60,0.4,0,7,3.9,3,1003.4,3.6,10,0,0,60,8.8
10,1990,12,9,16,5,2,0,0,7,3.5,2.8,1003.5,3.6,20,0,0,60,3.1
10,1990,12,9,17,0,0,0,0,8,3,2.5,1003.2,4.12,20,0.4,0.2,68,-4.8
10,1990,12,9,18,0,0,0,0,8,2.5,2.1,1002.9,4.12,360,0.6,0.3,68,-13.2
10,1990,12,9,19,0,0,0,0,8,1.8,1.5,1002.4,4.12,350,1.2,0.6,71,-22.2
10,1990,12,9,20,0,0,0,0,8,1.6,1.4,1001.7,4.63,350,0.8,0.4,71,-31.6
10,1990,12,9,21,0,0,0,0,8,2.6,2.3,1000.9,5.66,350,0.4,0.2,68,-40.8
10,1990,12,9,22,0,0,0,0,8,4,3.5,1000.4,6.17,360,0.4,0.2,68,-49.4
10,1990,12,9,23,0,0,0,0,8,4.3,3.7,1000.4,6.69,10,0,0,61,-56.6
10,1990,12,9,24,0,0,0,0,8,4.1,3.5,1000.8,6.69,10,0.2,0.1,58,-60.9
10,1990,12,10,1,0,0,0,0,8,3.9,3.4,1000.7,6.17,10,0.4,0.2,58,-60.9
10,1990,12,10,2,0,0,0,0,8,4.1,3.6,1000.6,5.14,10,0.4,0.2,58,-56.6
10,1990,12,10,3,0,0,0,0,8,3.9,3.4,1000.8,4.63,20,0.8,0.4,59,-49.5
10,1990,12,10,4,0,0,0,0,8,4.3,3.7,1000.6,3.6,10,0.2,0.1,21,-40.8
10,1990,12,10,5,0,0,0,0,8,5,4.3,1001,6.69,10,0.4,0.2,21,-31.6
10,1990,12,10,6,0,0,0,0,8,5.6,4.6,1001.4,7.2,10,0,0,5,-22.3
10,1990,12,10,7,0,0,0,0,8,6.1,5,1002,6.69,10,0,0,58,-13.2
10,1990,12,10,8,0,0,0,0,8,6.5,5.2,1002.8,6.69,20,0,0,21,-4.8
10,1990,12,10,9,4,4,0,0,8,6.5,5.4,1003.5,6.69,20,0,0,2,3.1
10,1990,12,10,10,6,6,0,0,8,6.8,5.4,1004.3,7.2,20,0,0,21,8.7
10,1990,12,10,11,24,24,0,0,7,6.8,5.2,1004.2,7.2,10,0,0,21,13.1
10,1990,12,10,12,34,32,0,0,7,6.8,5,1004.3,7.2,10,0,0,2,15.4
10,1990,12,10,13,30,30,0,0,8,6.5,4.6,1004.4,8.75,10,0,0,2,15.4
10,1990,12,10,14,24,22,0,0,7,6.6,4.8,1004.9,8.23,10,0,0,2,13.1
10,1990,12,10,15,24,22,0,0,7,6.6,4.9,1005.4,7.72,360,0,0,2,8.7
10,1990,12,10,16,7,7,0,0,7,6.6,4.9,1006.1,7.72,360,0,0,2,3.1
10,1990,12,10,17,0,0,0,0,6,6.5,4.9,1006.7,7.72,360,0,0,2,-4.8
10,1990,12,10,18,0,0,0,0,7,6.3,4.8,1007.1,7.72,350,0,0,2,-13.3
10,1990,12,10,19,0,0,0,0,7,6.6,5.1,1007.7,7.72,360,0,0,2,-22.3
10,1990,12,10,20,0,0,0,0,7,6.6,4.9,1008.5,7.72,360,0,0,2,-31.6
10,1990,12,10,21,0,0,0,0,7,6.6,4.8,1009.3,7.2,360,0,0,50,-40.9
10,1990,12,10,22,0,0,0,0,7,6.8,4.9,1009.9,6.69,360,0,0,20,-49.5
10,1990,12,10,23,0,0,0,0,8,6.5,5,1010.5,6.69,360,0,0,2,-56.7
10,1990,12,10,24,0,0,0,0,8,6.5,5,1010.9,6.17,360,0,0,3,-61
10,1990,12,11,1,0,0,0,0,7,6.3,4.7,1011.1,6.69,360,0,0,2,-61
10,1990,12,11,2,0,0,0,0,7,6.4,4.6,1011.3,6.17,350,0,0,2,-56.7
10,1990,12,11,3,0,0,0,0,8,6.5,5,1012,5.66,350,0,0,2,-49.5
10,1990,12,11,4,0,0,0,0,7,6.3,4.9,1012.4,5.14,350,0,0,2,-40.9
10,1990,12,11,5,0,0,0,0,8,6.3,5,1013.2,4.12,340,0,0,2,-31.7
10,1990,12,11,6,0,0,0,0,8,6,5,1013.9,4.12,340,0,0,50,-22.3
10,1990,12,11,7,0,0,0,0,8,5.9,5,1014.8,3.6,340,0.2,0.1,21,-13.3
10,1990,12,11,8,0,0,0,0,7,5.8,4.9,1015.2,3.6,330,0,0,2,-4.9
10,1990,12,11,9,23,23,0,0,7,5.8,4.7,1016,2.57,330,0.2,0.1,2,3
10,1990,12,11,10,87,84,0.1,0,7,5.9,4.7,1016.1,3.09,330,0,0,2,8.7
10,1990,12,11,11,130,105,0.2,0.4,7,6,4.8,1016.4,3.6,320,0,0,2,13
10,1990,12,11,12,167,141,0,0.2,7,6.3,5,1016,3.6,320,0,0,2,15.3
10,1990,12,11,13,143,131,0,0,7,6.4,5,1015.8,2.57,290,0,0,2,15.3
10,1990,12,11,14,123,110,0,0,7,5.9,4.6,1015.2,2.57,280,0,0,2,13
10,1990,12,11,15,71,65,0,0,7,5.4,4.3,1014.5,2.57,270,0,0,2,8.6
10,1990,12,11,16,10,10,0,0,7,4.8,3.8,1014,2.57,240,0,0,5,3
10,1990,12,11,17,0,0,0,0,7,4.6,3.5,1013.3,2.57,230,0,0,5,-4.9
10,1990,12,11,18,0,0,0,0,8,5.5,4,1012.9,3.6,240,0,0,5,-13.3
10,1990,12,11,19,0,0,0,0,8,5.6,4.5,1011.4,4.12,240,0,0,60,-22.4
10,1990,12,11,20,0,0,0,0,8,5.6,5.1,1010.7,4.12,240,0.4,0.2,58,-31.7
10,1990,12,11,21,0,0,0,0,8,6.4,6,1008.9,4.12,230,0.2,0.1,58,-40.9
10,1990,12,11,22,0,0,0,0,8,7.3,6.9,1007.9,5.66,260,0,0,21,-49.6
10,1990,12,11,23,0,0,0,0,8,8.5,7.7,1007.4,5.14,270,0,0,60,-56.8
10,1990,12,11,24,0,0,0,0,8,9.1,8.4,1007,5.14,270,0,0,58,-61.1
10,1990,12,12,1,0,0,0,0,8,9,8.5,1006.8,3.6,290,0.4,0.2,58,-61.1
10,1990,12,12,2,0,0,0,0,3,9.1,7.3,1007.5,5.14,310,0,0,21,-56.8
10,1990,12,12,3,0,0,0,0,7,8.2,6.4,1008.4,5.14,310,0,0,3,-49.6
10,1990,12,12,4,0,0,0,0,2,7.5,5.7,1008.6,4.63,310,0,0,2,-41
10,1990,12,12,5,0,0,0,0,2,6.8,5.2,1009.1,4.63,310,0,0,2,-31.7
10,1990,12,12,6,0,0,0,0,3,6.5,4.7,1009.7,4.63,310,0,0,3,-22.4
10,1990,12,12,7,0,0,0,0,2,6.3,4.4,1010.9,5.66,320,0,0,2,-13.4
10,1990,12,12,8,0,0,0,0,3,5.7,3.7,1011.9,5.14,320,0,0,2,-5
10,1990,12,12,9,20,15,0.4,0.2,2,5.2,3,1013.1,4.63,320,0,0,2,3
10,1990,12,12,10,103,56,0.8,0.8,3,5.3,2.2,1014,4.63,330,0,0,2,8.6
10,1990,12,12,11,120,70,0.7,0,6,5.4,1.8,1014.8,6.17,340,0,0,2,13
